impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K18-106900,A552903,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1837162,In Public Home,,Dog,,Male,Golden Retriever,White,03/01/2018 12:00:00 AM,Date Found,SE 292ND WAY AND 122ND WAY SE BRIDGES CO,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1837162,Image Copyright HLP Inc. 2018,"SE 292ND WAY AND 122ND WAY SE BRIDGES CO
",
K18-106721,A552087,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552087,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Oscar,Dog,15 YEARS,Neutered Male,Boston Terrier,Black / White,02/18/2018 12:00:00 AM,Received on,5700 S 152ND ST,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552087,Image Copyright HLP Inc. 2018,"5700 S 152ND ST
TUKWILA, WA 98188
","Received on: 2018-02-18<p></p> Found Near: 5700 S 152ND ST, TUKWILA WA 98188<p></p> Description: Black / White Neutered Male Boston Terrier Dog<p></p> Age: 15 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K18-106702,A552065,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Bird,NO AGE,Male,Duck,Green / Brown,02/17/2018 12:00:00 AM,Received on,15100 65TH AVE S,TUKWILA,WA,98188,TUKWILA,,,,Image Copyright HLP Inc. 2018,"15100 65TH AVE S
TUKWILA, WA 98188
","Received on: 2018-02-17<p></p> Found Near: 15100 65TH AVE S, TUKWILA WA 98188<p></p> Description: Green / Brown Male Duck Bird<p></p> Age: NO AGE<p></p>"
K18-106772,A552234,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552234,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Velvet,Rabbit Sh,NO AGE,Neutered Male,Rabbit Sh,Brown / Black,02/21/2018 12:00:00 AM,Received on,20200 14TH AVE S,SEATAC,WA,98198,SEATAC,0,0,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552234,Image Copyright HLP Inc. 2018,"20200 14TH AVE S
SEATAC, WA 98198
(0, 0)","Received on: 2018-02-21<p></p> Found Near: 20200 14TH AVE S, SEATAC WA 98198<p></p> Description: Brown / Black Neutered Male Rabbit Sh Rabbit Sh<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-105712,A549198,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A549198,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Baby,Dog,2 YEARS 2 MONTHS,Spayed Female,Pit Bull,Gray / White,12/24/2017 12:00:00 AM,Received on,23600 PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A549198,Image Copyright HLP Inc. 2018,"23600 PACIFIC HWY S
KENT, WA 98032
","Received on: 2017-12-24<p></p> Found Near: 23600 PACIFIC HWY S, KENT WA 98032<p></p> Description: Gray / White Spayed Female Pit Bull Dog<p></p> Age: 2 YEARS 2 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K18-106814,A552326,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552326,Meowtropolitan,Cooper,Cat,5 YEARS,Neutered Male,Domestic Shorthair,White,02/23/2018 12:00:00 AM,Received on,700 WATSON ST N,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552326,Image Copyright HLP Inc. 2018,"700 WATSON ST N
ENUMCLAW, WA 98022
","Received on: 2018-02-23<p></p> Found Near: 700 WATSON ST N, ENUMCLAW WA 98022<p></p> Description: White Neutered Male Domestic Shorthair Cat<p></p> Age: 5 YEARS<p></p> Current Location: Meowtropolitan<p></p>"
K17-104954,A546807,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A546807,Neko,Kevin,Cat,6 MONTHS,Neutered Male,Domestic Shorthair,Black,11/19/2017 12:00:00 AM,Received on,13000 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,KING COUNTY,47.486258,-122.25582,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A546807,Image Copyright HLP Inc. 2018,"13000 MARTIN LUTHER KING JR WAY S
SEATTLE, WA 98178
(47.486258, -122.25582)","Received on: 2017-11-19<p></p> Found Near: 13000 MARTIN LUTHER KING JR WAY S, SEATTLE WA 98178<p></p> Description: Black Neutered Male Domestic Shorthair Cat<p></p> Age: 6 MONTHS<p></p> Current Location: Neko<p></p>"
K18-106815,A552331,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1834895,LOST,Thunder,Cat,,Female,American Shorthair,Unknown,02/19/2018 12:00:00 AM,Date Lost,95TH AVE S & S 207TH PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1834895,Image Copyright HLP Inc. 2018,"95TH AVE S &amp; S 207TH PL
",
K18-106924,A552995,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552995,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR,Female,Domestic Shorthair,Brn Tabby / Tortie,03/03/2018 12:00:00 AM,Received on,20400 FRAGER RD S,KENT,WA,98032,KENT,47.412758,-122.265242,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552995,Image Copyright HLP Inc. 2018,"20400 FRAGER RD S
KENT, WA 98032
(47.412758, -122.265242)","Received on: 2018-03-03<p></p> Found Near: 20400 FRAGER RD S, KENT WA 98032<p></p> Description: Brn Tabby / Tortie Female Domestic Shorthair Cat<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K18-106598,A551809,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1831069,LOST,Giselle,Cat,,Female,Pixiebob Shorthair,Unknown,02/12/2018 12:00:00 AM,Date Lost,N 79TH STREET & STONE AVE N,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1831069,Image Copyright HLP Inc. 2018,"N 79TH STREET &amp; STONE AVE N
",
K18-106538,A551667,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A551667,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Anubis,Cat,5 YEARS,Neutered Male,Domestic Shorthair,Gray Tabby,02/09/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A551667,Image Copyright HLP Inc. 2018,,"Received on: 2018-02-09<p></p> Description: Gray Tabby<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 5 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>02/11/18 18:09<p></p>Hi! My name is Anubis and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on 1/8/18.<p></p><p></p> I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>I love to be pet but I am not the biggest fan of being picked up. I love to rub on people and kneed your clothes!<p></p><p></p>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p></p> Adoption Fee: $30.00<p></p>"
K13-066766,A407026,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Kiki,Cat,15 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Black,05/11/2013 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,FEDERAL WAY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A407026,Image Copyright HLP Inc. 2018,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2013-05-11<p></p> Description: Black Spayed Female Domestic Shorthair Cat<p></p> Age: 15 YEARS 1 MONTH<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Hi, my name if Kiki.  I am a 10 year old lady who came to the shelter because my previous owner had to move and could not take me along.  If you love black kitties and you are looking for a calm influence, I could be the one for you.<p></p><p></p>I am slightly reserved but appreciate the attention you give me and like to have you pet my head.  I would do best in a home with no small children as I can be just a little bit shy.  I will make a good companion for the right person, so please come and see me soon.<p></p><p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>"
K17-104955,A546808,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A546808,Neko,Randall,Cat,6 MONTHS,Neutered Male,Domestic Longhair,Black,11/19/2017 12:00:00 AM,Received on,13000 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,KING COUNTY,47.486258,-122.25582,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A546808,Image Copyright HLP Inc. 2018,"13000 MARTIN LUTHER KING JR WAY S
SEATTLE, WA 98178
(47.486258, -122.25582)","Received on: 2017-11-19<p></p> Found Near: 13000 MARTIN LUTHER KING JR WAY S, SEATTLE WA 98178<p></p> Description: Black Neutered Male Domestic Longhair Cat<p></p> Age: 6 MONTHS<p></p> Current Location: Neko<p></p>"
K18-106888,A552827,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A552827,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Luna,Dog,7 MONTHS,Spayed Female,Chihuahua - Smooth Coated,Black / White,02/28/2018 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552827,Image Copyright HLP Inc. 2018,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2018-02-28<p></p> Description: Black / White<p></p>  Spayed Female Chihuahua - Smooth Coated Dog<p></p> Age: 7 MONTHS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi! My name is Luna and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on February 28, 2018 because they could not care for me anymore.  My previous owner described me as outgoing, playful, and energetic.<p></p><p></p>I have been a little shy at the shelter, but once I get into my new home I will relax and show you my true carefree playful self!<p></p><p></p>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! <p></p><p></p><p></p> Adoption Fee: $250.00<p></p>"
K17-103291,A539861,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A539861,Neko,Michaelangelo,Cat,3 YEARS 5 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby / White,09/26/2017 12:00:00 AM,Received on,37300 ENCHANTED PKWY S,FEDERAL WAY,WA,98003,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A539861,Image Copyright HLP Inc. 2018,"37300 ENCHANTED PKWY S
FEDERAL WAY, WA 98003
","Received on: 2017-09-26<p></p> Found Near: 37300 ENCHANTED PKWY S, FEDERAL WAY WA 98003<p></p> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p></p> Age: 3 YEARS 5 MONTHS<p></p> Current Location: Neko<p></p>"
K18-106572,A551709,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Black,02/11/2018 12:00:00 AM,Received on,2900 156TH AVE SE,BELLEVUE,WA,98007,BELLEVUE,,,,Image Copyright HLP Inc. 2018,"2900 156TH AVE SE
BELLEVUE, WA 98007
","Received on: 2018-02-11<p></p> Found Near: 2900 156TH AVE SE, BELLEVUE WA 98007<p></p> Description: Black Unaltered Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K17-102243,A536753,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A536753,Meowtropolitan,Sheba,Cat,5 YEARS 6 MONTHS,Spayed Female,Domestic Shorthair,Black,08/26/2017 12:00:00 AM,Received on,2000 S 142ND ST,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A536753,Image Copyright HLP Inc. 2018,"2000 S 142ND ST
SEATAC, WA 98168
","Received on: 2017-08-26<p></p> Found Near: 2000 S 142ND ST, SEATAC WA 98168<p></p> Description: Black Spayed Female Domestic Shorthair Cat<p></p> Age: 5 YEARS 6 MONTHS<p></p> Current Location: Meowtropolitan<p></p>"
K18-106587,A551112,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Peanut,Dog,2 YEARS,Neutered Male,Dachshund / Mix,Brown / White,02/12/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,FEDERAL WAY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A551112,Image Copyright HLP Inc. 2018,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2018-02-12<p></p> Description: Brown / White Neutered Male Dachshund / Mix Dog<p></p> Age: 2 YEARS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is Peanut and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on January 30, 2018.<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! I also love to play!<p></p><p></p>My caregivers have noticed that I seem to do well with other [small dogs/large dogs]. When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p>Adoption Fee: $200.00<p></p>"
K18-106481,A551550,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1829171,In Public Home,,Dog,,Male,Labrador Retriever,Brown,02/05/2018 12:00:00 AM,Date Found,GREENWOOD AVE N & N 203RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1829171,Image Copyright HLP Inc. 2018,"GREENWOOD AVE N &amp; N 203RD
",
K18-106830,A552354,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552354,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Vinnie,Cat,5 YEARS,Male,Domestic Longhair,Black / White,02/24/2018 12:00:00 AM,Received on,5900 320TH AVE NE,CARNATION,WA,98014,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552354,Image Copyright HLP Inc. 2018,"5900 320TH AVE NE
CARNATION, WA 98014
","Received on: 2018-02-24<p></p> Found Near: 5900 320TH AVE NE, CARNATION WA 98014<p></p> Description: Black / White Male Domestic Longhair Cat<p></p> Age: 5 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K18-106674,A552023,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Male,Domestic Shorthair,Black / White,02/16/2018 12:00:00 AM,Received on,000 148TH AVE SE,BELLEVUE,WA,98007,BELLEVUE,47.594078,-122.142612,,Image Copyright HLP Inc. 2018,"000 148TH AVE SE
BELLEVUE, WA 98007
(47.594078, -122.142612)","Received on: 2018-02-16<p></p> Found Near: 000 148TH AVE SE, BELLEVUE WA 98007<p></p> Description: Black / White Male Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K18-106414,A551287,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A551287,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sativa,Cat,7 YEARS,Spayed Female,Domestic Shorthair,Calico,02/04/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A551287,Image Copyright HLP Inc. 2018,,"Received on: 2018-02-04<p></p> Description: Calico<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 7 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Sativa and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on February 4th, 2018. My owners would describe me as shy and timid. <p></p><p></p>I'm very shy at first, but if you take the time to get to know my, I can be quite the sweet lady. I absolutely love cat trees and claiming them as my fortress! Please take me home and spoil me with all the treats a kitty could enjoy! <p></p><p></p>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p></p> Adoption Fee: $30.00<p></p>"
K18-106518,A551615,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1829678,LOST,Libby,Dog,,Female,Chihuahua - Smooth Coated,Unknown,01/29/2018 12:00:00 AM,Date Lost,116TH AVE. SE & SE 175TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1829678,Image Copyright HLP Inc. 2018,"116TH AVE. SE &amp; SE 175TH ST
",
K18-106778,A552239,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552239,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Katrina,Cat,3 YEARS,Spayed Female,Domestic Mediumhair,Dilute Tor / White,02/21/2018 12:00:00 AM,Received on,700 WATSON ST N,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552239,Image Copyright HLP Inc. 2018,"700 WATSON ST N
ENUMCLAW, WA 98022
","Received on: 2018-02-21<p></p> Found Near: 700 WATSON ST N, ENUMCLAW WA 98022<p></p> Description: Dilute Tor / White Spayed Female Domestic Mediumhair Cat<p></p> Age: 3 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>"
K18-106634,A551920,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1831652,LOST,Roy,Cat,,Male,Domestic Shorthair,Unknown,02/10/2018 12:00:00 AM,Date Lost,2ND AVENUE NW & NW HOLLY ST,ISSAQUAH,WA,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1831652,Image Copyright HLP Inc. 2018,"2ND AVENUE NW &amp; NW HOLLY ST
ISSAQUAH, WA 98027
",
K18-106845,A552376,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552376,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Havoc,Dog,2 YEARS,Neutered Male,Pointer,Liver Tick / Brown,02/25/2018 12:00:00 AM,Received on,12100 SE 240TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552376,Image Copyright HLP Inc. 2018,"12100 SE 240TH ST
KENT, WA 98031
","Received on: 2018-02-25<p></p> Found Near: 12100 SE 240TH ST, KENT WA 98031<p></p> Description: Liver Tick / Brown Neutered Male Pointer Dog<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K18-106399,A551271,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Dog,NO AGE,Female,Rottweiler,Black / Tan,02/03/2018 12:00:00 AM,Received on,SE MAY VALLEY RD,ISSAQUAH,WA,98027,KING COUNTY,,,,Image Copyright HLP Inc. 2018,"SE MAY VALLEY RD
ISSAQUAH, WA 98027
","Received on: 2018-02-03<p></p> Found Near: SE MAY VALLEY RD, ISSAQUAH WA 98027<p></p> Description: Black / Tan Female Rottweiler Dog<p></p> Age: NO AGE<p></p>"
K18-106904,A550273,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A550273,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Buttercup,Dog,1 YEAR 1 MONTH,Spayed Female,Rottweiler,Black / Brown,03/01/2018 12:00:00 AM,Received on,25600 LAKE FENWICK RD S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A550273,Image Copyright HLP Inc. 2018,"25600 LAKE FENWICK RD S
KENT, WA 98032
","Received on: 2018-03-01<p></p> Found Near: 25600 LAKE FENWICK RD S, KENT WA 98032<p></p> Description: Black / Brown Spayed Female Rottweiler Dog<p></p> Age: 1 YEAR 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K15-081328,A467465,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Petal,Cat,12 YEARS 8 MONTHS,Spayed Female,Domestic Longhair,Black / White,06/19/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,MAPLE VALLEY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A467465,Image Copyright HLP Inc. 2018,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2015-06-19<p></p> Description: Black / White Spayed Female Domestic Longhair Cat<p></p> Age: 12 YEARS 8 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>
K18-106871,A552703,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552703,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mia,Dog,13 YEARS,Spayed Female,Pit Bull,Chocolate,02/27/2018 12:00:00 AM,Received on,700 ALVORD AVE N,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552703,Image Copyright HLP Inc. 2018,"700 ALVORD AVE N
KENT, WA 98031
","Received on: 2018-02-27<p></p> Found Near: 700 ALVORD AVE N, KENT WA 98031<p></p> Description: Chocolate Spayed Female Pit Bull Dog<p></p> Age: 13 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K14-076951,A449967,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Penny,Cat,9 YEARS 4 MONTHS,Spayed Female,Domestic Shorthair,Calico,11/02/2014 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A449967,Image Copyright HLP Inc. 2018,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2014-11-02<p></p> Description: Calico Spayed Female Domestic Shorthair Cat<p></p> Age: 9 YEARS 4 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K18-106763,A421090,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A421090,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Eowyn,Cat,4 YEARS 7 MONTHS,Spayed Female,Siamese / Mix,Seal Pt,02/20/2018 12:00:00 AM,Received on,14400 41ST AVE S,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A421090,Image Copyright HLP Inc. 2018,"14400 41ST AVE S
TUKWILA, WA 98168
","Received on: 2018-02-20<p></p> Found Near: 14400 41ST AVE S, TUKWILA WA 98168<p></p> Description: Seal Pt Spayed Female Siamese / Mix Cat<p></p> Age: 4 YEARS 7 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K18-106925,A552996,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552996,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,7 YEARS,Unaltered,Rough Collie,Tricolor,03/03/2018 12:00:00 AM,Received on,400 W LAKE SAMMAMISH PKWY NE,BELLEVUE,WA,98008,BELLEVUE,0,0,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552996,Image Copyright HLP Inc. 2018,"400 W LAKE SAMMAMISH PKWY NE
BELLEVUE, WA 98008
(0, 0)","Received on: 2018-03-03<p></p> Found Near: 400 W LAKE SAMMAMISH PKWY NE, BELLEVUE WA 98008<p></p> Description: Tricolor Unaltered Rough Collie Dog<p></p> Age: 7 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
